b382a7e4d1	3ccf1	আমি এতকাল খুঁজছি
b382f16ff2	bcaa8	এরপর অত্যাধুনিক
b383e3d79d	3b1f7	প্রজাসাধারণের মনে
b3843a8c46	3f493	তৈরি করা খুবই জরুরি
b384b3e9ed	d5213	আক্ষরিক অর্থেই এটা ছিল
b384d289f7	a06a1	মাসব্যাপী গ্রন্থমেলায়
b384f6a446	b9122	কম্বোডিয়ার অ্যাংকরে অবস্থিত
b3855333f0	698ff	৪৯ হাজার ৯৯৬ জন
b3856df61f	616ec	তিনি আলোচনার শিরোনাম
b385bf9827	2aecc	অতুল প্রসাদ প্রবাসী
b385f48cae	4dd57	তিনি ও তার পরিবার
b3863468a4	44322	সেখানে পৌঁছে
b38672778f	91230	কে তৈরী করেন
b38689375b	98b81	সাধারণ বিষয়রূপে
b38699afbd	194f5	প্রাণ হারান
b386dc2e58	9351a	অন্য এলাকায়
b386fa5559	7df87	ন্যায় অন্যায়
b38766f117	2fe3c	শীঘ্রই ফিরিয়া আসিবে
b3878de19b	92f59	পণ্ডিতমশাই তাঁর গব্বযন্তণাটা
b387f098ca	e3d8b	ভূমিহীনদের স্বার্থ সংরক্ষণে
b3880bc78a	a3a6d	শক্তি চট্টোপাধ্যায়
b3886ca148	2bc73	আপনিই স্বপ্ন দেখেছেন
b3889c519d	b5fdc	শ্রীকৃষ্ণকে অসংখ্য
b388efb975	5d80e	খবর বেরিয়েছে
b38939a947	d0c70	খুবই ঐকান্তিক
b389f47c76	9065c	হাঁস-মুরগি
b38abfaede	80be1	নিতম্ব ছুঁই ছুঁই করছে
b38ad45ca7	b8bf0	সরকার আশংকা করছে
b38b2592fc	9b864	সহিংসত ধর্মীয় উগ্রতার বিরুদ্ধে
b38b9beac5	6c6bf	যথেষ্ট কারণ আছে
b38bb68197	35ef3	নয়া দিল্লিতে বিএসএফ এর সদরদপ্তরে
b38bf82a5d	ce180	১০ মাসের মধ্যে
b38c3b6c6b	5639c	অন্য একটি অধ্যায়ে হয়তো
b38c98e7a2	5d80e	স্থানীয় ব্যবসায়ীর কাছে
b38cbd3368	0e637	কিশোর
b38d00d9e6	1e7c7	ওই কাজের বেতন পাইতেছিনা
b38d4f63ae	71522	শুরু হয়েছে অনুষ্ঠানের
b38e1da6a4	39293	একটা ইগো কাজ করে
b38e50b7b5	bbb22	বেশ, চল
b38e692b5f	590d0	আগে থেকেই গ্রেফতার ছিলেন
b38eb158e7	95f83	তাদের প্রথম মুখোমুখি বৈঠক
b38ec10fd0	e6203	গল্পটি একটি টেলিফিল্মের
b38ef4fabb	ef915	যাও, মামারা কিচ্ছা শুনাইব, যাও
b38fca27bd	2aecc	আটজন ইউরোপীয় পর্যবেক্ষককে
b3901ec2ef	730c3	প্রতি বছর শীতে নাকি
b390380eca	bfac7	ব্যাপন প্রক্রিয়া চলতে থাকে
b39044daba	d0c70	যাও পাখি বল তারে
b39088361a	698a4	কাউন্টকে বিয়ে করতে
b391413e26	1a4a9	এই বিধি-নিষেধগুলি
b3915ab9d1	7b900	তৈরি করিয়েছে
b39175521c	16e96	বিভিন্নভাবে তাদের প্রতিক্রিয়া জানিয়েছেন
b391a405d3	f2097	আইসল্যান্ড কখনোই নিজে
b391c0346c	fb4cb	মৃধার বিরুদ্ধে
b391d61055	a7c6f	ব্যাসদেব এক দিন
b392c92676	0bace	মঞ্চ তৈরি, পোস্টার, মাইকিং
b39313fbad	9282d	সেই কোমল সুন্দর
b39314be10	f9dfb	তাদের গ্রহে
b39383dc31	cb842	বাম মোর্চার বিক্ষোভে
b393865c1f	d9081	কোড এবং তার সাথে
b393ee5ebe	6ee5f	দাঁত ব্রাশ করুন
b3940c240e	6b437	আন্না হাজারে
b3947c5b35	315e9	একজন উপদেষ্টা
b394b37275	17ca1	এক দিন আজিমপুর গার্লস স্কুলে
b394fe42f5	ced74	মরিয়ম সেঁজুতি ও ইশরাত মৌরি
b394fee657	d5213	বর্তমানে ক্যানসার আক্রান্ত
b395016593	3ccf1	নরসিংদীর পক্ষে একটি করে
b395396df0	903fa	পাকিস্তান জিন্দাবাদ
b395b758bd	c3cb3	কয়টি উৎস ভারতে
b39610768f	7ed14	৫ জন প্রসিদ্ধ ব্যক্তি
b39619a763	590d0	উপভোগ করেছে সে
b3962e0e67	bbb22	সম্ভবত খ্রীষ্ট্পূর্ব ২৪০ বছর
b396450001	71522	এটি তাদের নজরে এসেছে
b39659b9af	e6d83	মূলত স্থানীয় কিছু মানুষের
b39702bbd5	4164f	তারপর বেশ উঁচুতে
b397aec1c2	c0965	বাংলাদেশকে ১ কোটি
b39846950a	75936	তাঁর ভাগ্যে ঘটলই না
b398534293	e31e7	প্রশিক্ষণ সহায়তা দেয়া হবে
b39876690b	d136b	যথেষ্ট প্রশস্ত নয়
b3994dd5ce	4a918	৩২ হাজার ৪০১
b39960a71a	1279e	এসব মেডিকেলের অনুমোদন প্রক্রিয়ায়
b39968a169	4fbd1	এলাকাবাসী জানায়
b3998ad665	e31e7	বিক্রি হয় না
b399ad0d51	f83df	প্রতিবারই তিনি
b399d05fe0	37e17	ঐতিহাসিক পটভূমি
b39ac85f33	2ecf8	সেখানে দেখিলাম
b39ad04787	7aed9	১২ ম্যাচ খেলা পাকিস্তান ছিল
b39ae43261	a43b5	হৈ হৈ করে বেড়ানো হয়
b39b1d6d79	8406e	বাংলাদেশ প্রতিদিন
b39b4ae5e0	0895a	তারা থাকে
b39b4d6848	4164f	বাজেট কত
b39baf2cf6	ad050	১ ঘন্টা ৩৫ মিনিটের
b39bcba382	c1e30	টিউব মেহেদি পাওয়া যায়
b39c0fc307	2396d	খুব খারাপ থাকলে
b39c49cbdf	ee994	কেন না, হিত, ধর্ম, যশ হইতে
b39c4e94cd	f29bf	দেখা দেয় বিপত্তি
b39caedaf0	93d3b	এটি সত্যিকারের কোনো ঘটনা নয়
b39d4c6771	0606d	মেলে ধরার সুযোগ বেশি
b39d4cd77a	195f7	বাবার বিয়ের কথা
b39d63014b	2ad74	ইহা ক্রমশ তোমার চক্ষে
b39d9d2ca6	4f2ae	হাত নেড়ে চেঁচিয়ে
b39da7a22c	b2a62	২১ বছর বয়স্ক নেইমার
b39f45fae2	32c77	পাণ্ডিত্যপূর্ণ বাক ও বাক্যশৈলী অসাধারণ
b39f48eb38	e7230	ভাবা যায়
b39ff4b87f	66b3c	ঢাকার সদরঘাট টার্মিনালে
b3a03b7807	194f5	চোরাকারবারি ও পাচার করে
b3a0eb990a	e3f89	কীভাবে সর্বোচ্চ গুরুত্ব দেয়
b3a11190e4	09b32	শুধুমাত্র শাহজাহানপুরে
b3a13bbda1	2ad74	২০১২ ইউএস ওপেনে
b3a19949c4	3fae0	বাংলা সালের প্রথম দিনটির জন্য
b3a1a30a0e	323f1	ফরেন এক্সচেঞ্জ অপারেশন বিভাগের
b3a1ae8d96	410fa	নিহতদের বেশিরভাগই
b3a1f5bb78	eaa7a	রবীন্দ্রনাথের গল্পগুলোর ভেতরে
b3a289da9c	8a46d	করা না হলে
b3a2a57704	60b9d	বৃহস্পতিবার প্রধান বিচারপতি
b3a2e2fe74	2840e	খেয়াল রাখার
b3a3182a3b	fda1a	কয়েকটি উপ কমিটি
b3a34290dc	14816	এইচআরডব্লিউ এর
b3a39c7c5a	2909b	আমার এই প্রস্তাব শুনে
b3a3ef619e	7b60a	শতানন্দের মা
b3a3f877ba	7b103	বাড়ানোর পরিকল্পনা করছে ক্লাবটি
b3a4455633	c7a89	ছোটবেলা থেকে গান করলেও
b3a4b1ff62	0d8c1	সে বিষয়ে কিছু বলেননি
b3a4c3f695	9351a	নিজেদের দায়িত্ব নিতে পারবে
b3a4d7a9f1	66dcd	নাম শাহ আলম মন্ডল
b3a51ea12e	2de86	মায়ামি মাস্টার্স টুর্নামেন্টের
b3a55c404b	18a52	গোলাম বানিয়ে রাখার চেষ্টায় থাকত
b3a58831b6	7c272	কিন্তু তাঁর সঙ্গ
b3a5d23ae6	0895a	প্রতিটি এলাকায়
b3a5e7becb	ee852	বাঁদর-ক্লাসরূঢ়ার্থে আমি
b3a63c0fea	9c8dd	ধরা-ছোঁয়ার বাইরে
b3a65d3fb8	57d54	গত বছরের ৪ জুলাই
b3a6abb8fc	943de	অতিরিক্ত রিজার্ভ হিসেবে
b3a770d0c6	5a61c	আলোচনায় এনবিআর চেয়ারম্যান
b3a776a105	13b6a	নানির গা থেকে
b3a78556d6	7d133	এই শক্তি আল্লাহর দেওয়া
b3a81c47e8	f0f95	বেশি গতিতে বাড়ে
b3a839d883	1de6c	নিয়োগও দিয়েছিলেন
b3a83a34ee	321b6	অখণ্ড অধীন ভারত উপমহাদেশ
b3a84a2a26	aab0f	এই আশায় এর আগেও
b3a8bf06a2	d2faf	তীক্ষ্ণ যাত্রী
b3a8ec33f4	7898e	বাস করা
b3a9c3dacf	9d7bf	ভগবান বিষ্ণুর নির্দেশমত
b3ab398ba6	1b359	দুর্দান্ত প্রদর্শনীতে
b3ab71e34a	82926	অল্পের জন্য লক্ষ্যভ্রষ্ট হয়
b3ac1d603a	7f71c	ঢেড় শোনা যায়
b3ad91300b	ac904	তিনি চিকিৎসার প্রয়োজনে
b3ae139010	d136b	বিশ্ববিদ্যালয়ের ছাত্ররা
b3ae4f74e2	0c39f	প্রায় ৪৫ শতাংশ সদস্য শুধুমাত্র
b3ae50563b	4a918	রাতে তিনি
b3ae668fec	14d25	ছাড়ের জন্য
b3ae681e01	4164f	দেশের সব সার কারখানা
b3af2a425d	93d3b	হামলা ও ভাংচুর চালিয়েছে
b3af45ebe4	a1d4a	খাতনা
b3afacbc69	d71a3	জানা যাচ্ছে
b3afb7df7d	d2d71	অন্যান্য খরচও
b3afcc4973	17ca1	আইনগত ব্যবস্থা নেয়া
b3afe109ce	43199	তিনি বারবার মিডিয়ার সামনে
b3b00cd0e3	d9b11	শ্রমিক প্রশিক্ষণ কেন্দ্র হিসেবে
b3b04bdc0f	5dec6	মহিলারা এসেছিল
b3b0763b3d	6aac8	খবরটি সত্য নয়
b3b096ae7a	1e7c6	প্রধানমন্ত্রী নওয়াজ শরিফ
b3b0e31953	698ff	মনুমিয়ার দোকানে
b3b0ed17e0	9092b	ততক্ষণ খালি চোঁ-চোঁ শব্দ
b3b101ca67	0bace	যিনি ফোন ধরেছেন
b3b112d895	ad2a0	ডিজনির সর্বশেষ সিনেমা
b3b127a56e	5dec6	উটেরা তাদের
b3b1945bc5	a3a6d	দুই দলের নেতাই বলেন
b3b22b53ef	5d12f	কোনমতে বেরিয়ে আসেন তিনি
b3b25fa7d0	bcaa8	বাদ পড়তে হল তাঁকে
b3b2f191f0	16cfb	তাঁর ভাই
b3b48eaa5f	cc9fd	মোহাম্মদ আলী
b3b4906a47	f7a7f	দেশের ১ হাজার ৭৫০টি তৈরী
b3b574cc54	c0965	তথ্য-প্রযুক্তি আইনে
b3b65f7e1e	83c53	উদ্দেশ্য আছে
b3b6646f50	54e68	ঘরের কাজটাজ করে
b3b69e60d6	b9122	আর দ্রুত সে পালায়
b3b6fffbd9	2aecc	ফুলবাহারি বালতি ভরে
b3b717faa6	46da4	মেহেদী তাকে
b3b77148df	64092	সাজিয়ে রাখতে
b3b7b86de1	83c53	দেখা যাবে তাদের
b3b8b1c4a1	e03fc	এবং অত্যন্ত গুরুত্বপূর্ণ
b3b8e1e958	eecdd	যান চলাচল স্বাভাবিক হয়
b3b91fcf3a	24aed	তিনি তখন
b3b9268d1d	08458	বেশ কিছু বই বেরিয়েছে
b3b94a6526	29f8c	লোকসংগীতের প্রচারের জন্য
b3ba240e70	717bb	এর সাথে জড়িত থাকে
b3ba3b74e5	66dcd	একটু বেশি
b3ba5a096e	c173f	এটি একটি বিচ্ছিন্ন ঘটনা
b3bb1775be	1279e	সালিশি করতে এসেছিলেন
b3bb5fd55a	d136b	বিলস নামে একটি প্রতিষ্ঠান
b3bbea3d0e	baa02	মুক্ত করার আকাঙ্ক্ষা করেনি
b3bbf668ac	e3f89	পর থেকে
b3bc2193e2	e43d4	ধর্ষণের শিকার গৃহবধূ
b3bc5c77f3	a43b5	ওই ঘটনার সাথে জড়িত সন্দেহে টাঙ্গাইলে একটি গাড়িসহ এক ব্যক্তিকে গ্রেপ্তার করে পুলিশ।
b3bc66b246	2fc12	ট্রাইব্যুনালের বাইরে
b3be8f572d	bcaa8	সীতাকুণ্ড উপজেলার
b3be9ee228	5d12f	সুমেরুবৃত্তকে স্পর্শ করেছে
b3bee2933c	06527	ভালো ছবি বানাতে
b3bf3a8ca8	5e80b	শরণার্থী হিসেবে
b3bf53095f	29bab	প্রবাদ আছে যে
b3bffa3642	698a4	জয়দেবের নিবাস ছিল
b3c03e74c1	bdd05	অনুষ্ঠানে ভাষণ প্রদান করেন
b3c05c490e	967fd	বের হয়ে যেতো
b3c08bc248	7b60a	বিবৃতিতে বলা হয়
b3c0ceddbe	16cfb	টুর্নামেন্টটির বাকি দুটি শিরোপা গেছে
b3c0e2fa36	2f547	ইতিমধ্যেই দেশটির সেনাবাহিনী
b3c16e9707	06e62	সরোদ শেখেন প্রণব নাহার অধীনে
b3c1ab2681	33aef	সেই মতো কাজ করে
b3c1c9745e	7027a	ভুলেও নজর দিবে না
b3c275361a	2c9c5	দেখেন রাস্তার অবস্থা
b3c27e61ca	6fb36	জীবানু নাশক পদার্থ
b3c28e77ff	1652d	অ্যাপোক্যালিপ্টো মেল গিবসন পরিচালিত
b3c2da5228	7ec1c	সার্ভিস ডাকটিকেট
b3c35c3964	1b359	তাতে মার্কেসকে নিয়ে
b3c390bbd5	0d8c1	ও বুদ্ধিজীবীদের উপস্থাপনায়
b3c3d13a12	f4ba7	অভিষেক হওয়া মমিনুল
b3c43bb4fc	3bb15	টুংটাং টুংটাং ক’রে বাজছে
b3c4541f2f	4f450	এক হাজার দুশোর কাছাকাছি
b3c4574772	2909b	নতুন পৃথিবীর সৃষ্টি
b3c4b4d7d2	91223	সবটা জুড়ে ক্ষমতাসীন
b3c54bfbd4	6fb36	বনায়নে স্থানীয়
b3c560de91	1a4a9	সিঙ্গাপুর এবং চীন
b3c61c5694	9813c	নানা কর্মসূচি পালন করছে
b3c684c4c5	5354e	রপ্ত করেছি
b3c736989e	a916a	গত শুক্রবার মহারণে মিরপুরে
b3c739b118	0a87a	এরই অংশ হিসেবে
b3c74cafc9	0a87a	বিদ্যুৎ বিল আদায়
b3c76527c3	79b06	ছিল বাংলা সাহিত্যে
b3c76eae87	eaa7a	এতে দৈনিক ১৮০ মেগাওয়াট
b3c77d2369	5b13f	দাঁড়াতে চেয়েছিলাম
b3c8d6e6aa	acb88	টি টোয়েন্টি বিশ্বকাপের
b3c9464ae3	f2097	একাত্তরের হানাদার বাহিনী
b3c957634f	7f2ef	পরে ওই নারী থানায় অভিযোগ করলে
b3c98747ea	bd576	নিউমেরিক কিবোর্ড
b3c9a1cf31	f1240	নাগরিক কেন্দ্রে
b3c9a819fc	0633a	অধ্যক্ষ স্যার
b3cadd3b39	6e8cb	রাজনৈতিক কর্মী
b3cae8cc35	5d80e	সম্ভব হলে
b3cb3d9927	da6f0	নিজের রাজ্য লাভবান হতে পারে
b3cb8e48c8	ef915	বাংলাদেশে ক্ষমতাবদলের রাজনীতির
b3cbf8be93	0d4cb	বাজারে আসার পর থেকেই
b3cc0655a1	195f7	আপিল করলে
b3cc2e07a6	e6d83	ঝুলিয়ে রাখি হাসি
b3cc85d84a	4c555	পরিচালনা করা
b3cd5333ba	32c77	লাখো কন্ঠে জাতীয় সংগীত
b3cdf4540f	4c555	পরবর্তীতে ইতিহাসে
b3ce1ecf06	f1240	এটি কোনো বাংলাদেশীর
b3ce46277e	388c9	তোরিনোর ক্লাবটি
b3ce4b6537	3fc9d	সাতজনের মধ্যে
b3ce79abf9	e00db	জরুরি বিভাগে ভাংচুর চালায়
b3ce96fb40	6c6bf	সে হিসেবে ২০১৩ সালে
b3ceb38aad	967fd	তিনি দলের বাইরে রয়েছেন
b3cebe7d02	f2b7d	উল্লেখ করেছেন
b3cee3ba75	82926	তার বাবার মন গলল না
b3cf3832b7	7a227	বিস্তারের জন্য
b3cf4e94f6	c2082	স্ত্রীকে বলা হতো অপয়া
b3cf508669	d9ba9	এ রকম কাঠামো
b3cf9a30b4	95907	বৃষ্টির আশঙ্কা
b3cf9b5c72	f6e55	পরিবেশের ওপর এর প্রতিক্রিয়া
b3cfbbcb4b	28bb3	বারবার উঠে আসছিলেো
b3d080a4a3	7027a	বিতর্কিত মন্তব্য করলেন
b3d09f5aba	9fa90	প্রতিফলন লক্ষ করি
b3d11a8b4a	95907	সয়াবিন ফসলের টাকা এনে
b3d1ea2d15	16e96	বাংলাদেশ ঢাকা
b3d1ee2633	03284	খাওয়া-দাওয়া
b3d25e2c1d	7b900	রাত্রে শীতের হাত থেকে
b3d27833c8	ec91c	খ্যাতিমান অভিনেতা ছিলেন
b3d28a7675	5639c	ওসব গালি
b3d2bece4b	f1ea4	শিশুদের নাম
b3d2f8b780	18460	গল্প করছে
b3d358d7ae	11915	আসন্ন ঈদের জন্য
b3d36ac841	590d0	রোটারি ক্লাব অফ চিটাগাং ইস্ট
b3d3a5cd70	2ee04	অস্ট্রেলিয়ার মেলবোর্ন ইন্টারন্যাশনাল ফিল্ম ফেস্টিভ্যালে
b3d3d8b4df	91223	শুনানিতে অনেক
b3d4281fa1	9c8dd	তিনি বাংলাদেশ গিয়েছিলেন
b3d4296afc	5639c	তাদের ঘর ভাংচুর করে
b3d42d0274	98b81	চোখের সামনের আবছায়ায়
b3d4eec105	e2ba2	বিশ বছর আগে
b3d54982d0	7d133	আহত হওয়ার পর
b3d578b23b	f837a	ফ্যামিলি প্ল্যানিং এর বিষয়টি
b3d6687e02	7ee9b	নিজেকে ঘোষণা দেন কেনেডি
b3d754687c	76329	সূর্য সেনের সঙ্গী
b3d8087ffe	d1a48	তিনি যে আদর্শ রেখে গেছেন
b3d87212f4	948d3	ওকে ঠায় দাঁড় করিয়ে রাখলাম
b3d8fccf1d	860f4	বিংশ শতাব্দীর কথাসাহিত্যিকেরা
b3d8ff884e	404ee	গামছা কাঁধে বের হচ্ছে
b3d90055ce	18460	এক বছরেরও বেশি সময় ধরে
b3d90bee8e	efc0d	পোকাটি কয়েকটি জায়গাতে
b3d9216d11	18460	অতীতের সেই
b3d9b50410	31f2a	আগে একবার দু’বার
b3da3eb8d8	943de	শোধরানোর প্রচেষ্টাই
b3da4347b4	323f1	অহিংস গণ আন্দোলন
b3dbb5db39	8143b	শরীর নারীর
b3dc2cf2f0	c9c19	সে ব্যাপারে তারা সরকারকে
b3dc7b1be7	a1d4a	দীর্ঘদিন শ্রমিকরা
b3dc8d11b5	b08d0	তবে সাম্প্রতিক
b3dd979bfb	d2d71	অলি আহাদ, শওকত আলি
b3dda355b0	6a35e	বাংলাদেশে হঠাৎ করেই
b3ddbeb2bb	6ab59	কাঁদানে গ্যাস
b3ddc1e7b4	2aecc	২৫ অক্টোবর ঘিরে
b3ddce06a7	f0f95	একুশের চেতনা এবং বাংলা সাহিত্যের
b3ddf08f78	0c39f	সকলের খাওয়া
b3de1634cc	f9dfb	ইংরেজি অংশের উত্তর
b3de5202d2	f280a	আবার ঘুরে
b3decefddc	9813c	এই ৫টি মডেলের
b3df13a050	8ba2b	এরকমই ঘটতো
b3df49567a	d0c70	পুরোনো এই শহরে
b3df5814b0	767ff	ব্যক্তিগত ৫ রানে
b3df7a8df3	351dd	কামরাঙা নিয়ে আসবেন
b3dfe8735b	69d9a	জাতীয়করণ করা হয়েছে
b3e00102f7	d5213	মাহে রমজান
b3e031fc5b	9d7bf	সংশ্লিষ্ট ভূমি অধিগ্রহণ
b3e0accdec	2840e	প্রতিনিধিদের নিয়ে সংসদ চলছে
b3e0f77e12	698ff	বৃহস্পতিবার রাতে এ সংক্রান্ত চিঠি
b3e106be68	0744c	উন্নয়নশীল দেশে
b3e1153892	430b2	স্থানীয় হাসপাতালের সামনে
b3e11aa7e6	fcefa	শুধু ফুল ফল!
b3e128523a	7ee9b	আধঘন্টার মধ্যেই
b3e13a5b98	46d49	প্রশ্ন করি
b3e195f5e5	2ac82	সেই আহ শব্দে
b3e1cc9de7	3c897	বিবিসি বাংলার নজরদারিতে
b3e207fdf4	f2780	সে ক্যাসেটে সাঈদীর বক্তৃতা শুনছে
b3e20d90bd	1cb75	শিক্ষা শুরু হয়
b3e213a4b1	b8bdd	প্রার্থী দেয়া হবে
b3e31eae9e	17ca1	তবে, এখন অনুমতি পাওয়ায় দলটি
b3e32ccd33	9351a	এই ব্যাখ্যা যথাযথ কি না
b3e3996a37	07660	সজল ঢাকায়
b3e39dec86	82926	কিউরিওসিটি টিমের শীর্ষ বিজ্ঞানী
b3e49c23fa	0a87a	ভালো আছি ভালো থেকো আকাশের ঠিকানায় চিঠি লিখো
b3e4a69c12	b9b98	আর এক দুপুরের পথ
b3e4b5d8b5	ef4f8	একটি অভিযোগে
b3e4fc8520	d9b11	একটি কারণ হতে পারে
b3e5230873	9813c	বাণিজ্যের জন্য সময় ও ব্যয় কমে
b3e55fea0f	10a9f	দেশ স্বাধীন হয়
b3e592235c	a1d4a	দু’পক্ষের শক্তি প্রদর্শনের
b3e624be4c	f9dfb	তাহসান লিরিক্স
b3e632c271	1e7c7	তখন কৃষ্ণচূড়া ফুল নিয়ে
b3e669707d	9c8dd	লিচুর ছবি
b3e79332f2	61820	কিন্তু কেন এমন হবে
b3e85442a9	33aef	গামছা বিক্রি
b3e8b8377e	4c1eb	মুক্তিযুদ্ধের নয় মাস শুধু নয়
b3e914db4d	590d0	বিগত নবম জাতীয় সংসদ
b3e917a3d3	f1ea4	তারা যেন হাজির থাকেন
b3e98b00f3	5639c	তারা শ্লোগান দিতে থাকেন
b3ea4ec1d3	79b06	মা, তোমার জগৎ থেকে
b3ea7baabf	7ee9b	এতোর বিরুদ্ধে
b3ea92fd57	7d3e1	চোরাইয়ার টেকে
b3eb729405	b52ab	প্রায় ১৫০ জন
b3eb7a5959	b78ec	একটি জাপানি আলোকবিজ্ঞান
b3eb816df9	05901	রাতে কোথাও কিছু হওয়ার
b3ebfc9559	4486f	মেয়ের স্বাভাবিক জীবনে ফিরে যাওয়ার
b3ec298478	61820	মুখ খুলতে শুরু করেছিলেন
b3ecc6d08d	491a5	ওই অবাক হয়ে যাওয়া পর্যন্তই
b3eed7f76a	c173f	সেগুলোর ব্যাপারে
b3eedbabcc	c0d65	স্বাধীনতা লাভ করে
b3eeefd8f0	d711f	ঢাকা শহরে অন্তত আটটি যানবাহনে
b3ef29564e	2aecc	স্কুলে যায়
b3efcc3236	d82d9	রাস্তার যানজট ঠেলে
b3effab8f4	18a52	অচেতন অবস্থায়
b3f02b6607	6e6fa	এ রেখা বৃত্তাকার
b3f031c74f	ec91c	আহমদ মহিউদ্দিন
b3f09dfc95	9c8dd	কৃষক ধান উৎপাদন করতে খরচ হয়েছে ১৬ টাকা, অথচ সেটা বিক্রি হচ্ছে ৮ টাকায়।
b3f0e5ecd9	3ec4d	রায়ত বা প্রজারা
b3f1d1a7f1	9642e	ক্যামেরা
b3f232f09a	11de3	প্রেমের উপন্যাস
b3f23bd4ea	717bb	তুলে ধরা হবে
b3f23c5e5d	91223	প্রথম শুনানি অনুষ্ঠিত হয়
b3f23ef58e	31f2a	দাওয়াত রক্ষা করতে গিয়ে
b3f247aebd	e50f1	দেশি-বিদেশি বিশেষজ্ঞরা
b3f2cea550	d5f7b	সমর্থন দেয়া হয়েছে
b3f34c2049	fdcba	মলিন কমল-মালা
b3f351a85f	5dec6	হার্ট অ্যাটাক বা হৃদরোগের ঝুঁকি
b3f39a7dd0	ced74	বললে, উঃ হুঁহুঁ
b3f3e37817	e6203	দ্বিতীয়বারের মতো দেশের
b3f4d17629	0bace	ফেব্রুয়ারি ১২, ১৯৪৩ থেকে
b3f5294975	a9a58	বুককাটা, গোলগলা, হাইগলা, ভি-গলা
b3f540b2d4	2ad74	আরেকটা কথা বলব
b3f5aa0ebd	ee852	এক
b3f5cfe522	9f25e	ডাউনলোড বা পড়তে পারে
b3f63ca386	4c555	সাইফুল জানান
b3f6a6d12d	d5f7b	অংশগ্রহণ করতে হবে
b3f7987255	355c1	মৎস্য বিজ্ঞান অনুষদের শিক্ষকদের
b3f7e46de2	52578	ঠিকঠাক চলছে
b3f7f3ae07	53396	বরিশালের একটা
b3f7fff967	54cdd	তোমার ডিটেকটিভ বুদ্ধিটা
b3f81c8deb	0bace	সাধারণ হিন্দুদের তুলনায় উন্নত বলে
b3f87b9671	cb627	রাত পোহালেই
b3f9048f99	e55de	অন্য একজন
b3f9759995	8406e	বাবার চোখে পড়ল
b3f99cc778	adf01	বাবর আলীর ছেলে
b3f9fad634	a46e2	অক্টোবর ৭
b3fa0432c3	66b3c	ময়না তদন্তের রিপোর্টে যদি
b3fa106049	a43b5	শ্রীকৃষ্ণ পৃথিবীকে কলুষমুক্ত করতে
b3fa795e29	75f18	এক হ্যাকার
b3fb3e3c4e	0a87a	সব মিলিয়ে এ চুক্তির মধ্যমে
b3fb3fbd72	0606d	মুমূর্ষু মানুষের আর্তনাদ
b3fb7843a5	f9dfb	নারিকেল তেল
b3fb7de40c	80505	একটি নিবন্ধিত ও গণতান্ত্রিক
b3fbe825ac	c463d	এই সাত ভবন
b3fbf27a6c	ca088	শিডিউল মিস করে
b3fc1a9cf1	2396d	বুবু
b3fc658b1e	46da4	যোগাযোগ ব্যবস্থার উৎকর্ষতায় ট্রেনের অবদান অনস্বীকার্য।
b3fcd55a34	717bb	দুটি পরিবেশনার
b3fce9fb4e	baa02	এর প্রায় ৩৬ বছর পরে
b3fcf148cb	23b22	এরপর থেকে দেশটিতে
b3fddb8d61	ff0fe	সহজভাবে জীবনযাপন করার
b3fe0fb9c0	e6752	হংকং ব্যুরো প্রধান
b3fe4531b3	3f875	যুগপৎ অনগ্রসর ও পশ্চাৎমুখী
b3fe9e7fd2	c7a89	বাইরে পাঠিয়ে
b3febc567b	c7705	বিশেষ মহানুভবতা ছিল
b3fedb2980	e6203	নিরঞ্জন সিঁড়ির বাঁকে
b3ff35f35a	3fae0	মরদেহগুলোর ডিএনএ প্রোফাইল
b3ff619138	491a5	দেখা দিবেন
b3ff62c769	d8c80	অযৌক্তিক কোনো কিছু
b3ff63dd0f	f143a	এ মোহিনী কি, আমি জানি
b3ff9471a1	7d004	অনেকে হাততালি দিয়ে
